44
930 150 40 40 rura 15 0 0 0 0 1200 2 3 bobekatt 15 5 0 500 600 1 1
1450 280 40 40 rura 15 0 0 0 0 1200 2 3 bobekatt 15 5 0 500 600 1 1
6560 400 80 25 kupkafury 6 -85 150 2 0 1 0.35 0 1 0.35 0 750 1.10 2 bobekatt 5 5 -550 0 350 2 1
6220 340 35 35 bobekfury 8 -55 150 2 0 1 0.35 0 1 0.35 0 700 1.65 2 bobekatt 5 5 -450 0 300 2 1
6900 430 35 35 bobek 5 -55 150 2 0 1 0.35 0 1 0.35 0 1200 1.75 1 bobekatt 5 5 -420 0 300 1 1
6730 170 35 35 bobek 5 -55 150 2 0 1 0.35 0 1 0.35 0 1200 1.75 1 bobekatt 5 5 -420 0 300 1 1
6980 180 80 25 kupka 4 -55 150 2 0 1 0.45 0 1 0.45 0 1200 1.25 1 bobekatt 5 5 -500 0 400 1 1
6720 50 80 25 kupka 4 -55 150 2 0 1 0.45 0 1 0.45 0 1200 1.25 1 bobekatt 5 5 -500 0 400 1 1
6990 50 35 35 bobek 5 -55 150 2 0 1 0.35 0 1 0.35 0 1200 1.75 1 bobekatt 5 5 -420 0 300 1 1
6860 160 35 35 bobekfury 8 -55 150 2 0 1 0.35 0 1 0.35 0 700 1.65 2 bobekatt 5 5 -450 0 300 2 1
6840 50 80 25 kupkafury 6 -85 150 2 0 1 0.35 0 1 0.35 0 750 1.10 2 bobekatt 5 5 -550 0 350 2 1
6270 100 35 35 bobekfury 8 -55 150 2 0 1 0.35 0 1 0.35 0 700 1.65 2 bobekatt 5 5 -450 0 300 2 1
5790 110 80 25 kupkafury 6 -85 150 2 0 1 0.35 0 1 0.35 0 750 1.10 2 bobekatt 5 5 -550 0 350 2 1
5320 150 35 35 bobek 5 -55 150 2 0 1 0.35 0 1 0.35 0 1200 1.75 1 bobekatt 5 5 -420 0 300 1 1
5440 150 35 35 bobekfury 8 -55 150 2 0 1 0.35 0 1 0.35 0 700 1.65 2 bobekatt 5 5 -450 0 300 2 1
4930 90 80 25 kupka 4 -55 150 2 0 1 0.45 0 1 0.45 0 1200 1.25 1 bobekatt 5 5 -500 0 400 1 1
6040 120 40 40 rura 15 0 0 0 0 1200 2 3 bobekatt 15 5 0 500 600 1 1
5670 300 40 40 rura 15 0 0 0 0 1200 2 3 bobekatt 15 5 0 500 600 1 1
6410 180 40 40 rura 15 0 0 0 0 1200 2 3 bobekatt 15 5 0 500 600 1 1
4370 180 40 40 rura 15 0 0 0 0 1200 2 3 bobekatt 15 5 0 500 600 1 1
